File	Terminals	Reading time (s)	Encoding time (s)	Total time (s)	Current memory (KB)	Peak memory (KB)
3097.newick	20	0.0011219978332519531	0.09346818923950195	0.09459066390991211	12.16	24.74
4493.newick	7	0.0008287429809570312	0.0058248043060302734	0.006654024124145508	4.382	14.91
521.newick	28	0.0012385845184326172	0.07848620414733887	0.07972526550292969	19.98	35.225
4477.newick	7	0.0008227825164794922	0.008888959884643555	0.009711980819702148	4.265	14.93
292.newick	34	0.0013294219970703125	0.1138153076171875	0.11514520645141602	23.69	39.624
2929.newick	20	0.0010609626770019531	0.07069540023803711	0.07175683975219727	11.129	22.598
2627.newick	20	0.0010585784912109375	0.08394527435302734	0.08500432968139648	11.766	23.516
1194.newick	21	0.001092672348022461	0.0960228443145752	0.09711599349975586	12.899	26.771
2392.newick	20	0.0010576248168945312	0.07748770713806152	0.07854580879211426	11.537	22.766
3696.newick	19	0.0010495185852050781	0.07876205444335938	0.07981228828430176	11.527	23.836
4080.newick	15	0.0011241436004638672	0.03538203239440918	0.03650665283203125	7.973	17.924
1550.newick	20	0.001077890396118164	0.09042000770568848	0.09149813652038574	11.713	24.157
743.newick	24	0.0011334419250488281	0.07224798202514648	0.07338190078735352	15.547	29.004
3115.newick	20	0.0010862350463867188	0.06735563278198242	0.06844210624694824	9.406	20.822
920.newick	22	0.0011563301086425781	0.08771729469299316	0.08887410163879395	13.61	25.814
98.newick	56	0.0017399787902832031	0.2533540725708008	0.2550945281982422	35.576	62.406
4015.newick	16	0.0009992122650146484	0.04462838172912598	0.04562807083129883	7.342	17.794
3273.newick	20	0.001018524169921875	0.060613393783569336	0.061632394790649414	9.761	20.69
1235.newick	21	0.001071929931640625	0.08264422416687012	0.08371639251708984	12.615	24.054
300.newick	33	0.0012164115905761719	0.0842137336730957	0.08543062210083008	17.897	30.886
4168.newick	14	0.0009410381317138672	0.044042110443115234	0.044983625411987305	7.12	17.383
25.newick	105	0.003157377243041992	0.845163106918335	0.8483211994171143	82.309	137.113
2044.newick	20	0.0011246204376220703	0.09014487266540527	0.09126996994018555	12.242	24.329
2610.newick	20	0.0011057853698730469	0.08252072334289551	0.08362698554992676	12.081	24.545
1001.newick	22	0.0011074542999267578	0.08382844924926758	0.08493638038635254	14.64	28.063
2212.newick	20	0.0009849071502685547	0.04791426658630371	0.04889941215515137	8.256	18.695
3731.newick	19	0.0010194778442382812	0.06420254707336426	0.06522250175476074	9.332	20.935
387.newick	31	0.0012850761413574219	0.10198831558227539	0.10327386856079102	21.627	36.036
1251.newick	21	0.0011279582977294922	0.08801698684692383	0.08914518356323242	12.169	24.633
3853.newick	18	0.000986337661743164	0.07548403739929199	0.07647085189819336	10.452	22.561
4847.newick	4	0.0007898807525634766	0.0015637874603271484	0.002354145050048828	2.775	14.2
2276.newick	20	0.0010418891906738281	0.05945110321044922	0.06049370765686035	12.183	24.198
4490.newick	7	0.0008165836334228516	0.004916191101074219	0.0057332515716552734	4.235	14.876
2566.newick	20	0.0010328292846679688	0.0745854377746582	0.07561898231506348	12.266	24.954
3002.newick	20	0.0010368824005126953	0.06045842170715332	0.06149578094482422	9.902	21.27
4370.newick	8	0.000835418701171875	0.015334844589233398	0.016170740127563477	4.874	15.044
2340.newick	20	0.0011112689971923828	0.09545183181762695	0.09656357765197754	12.776	26.256
1071.newick	22	0.0010802745819091797	0.07849383354187012	0.0795745849609375	13.064	25.711
3530.newick	19	0.0010485649108886719	0.08166313171386719	0.08271217346191406	11.317	23.293
3353.newick	20	0.0011663436889648438	0.09439611434936523	0.09556293487548828	12.88	24.452
204.newick	40	0.001455068588256836	0.16496849060058594	0.16642403602600098	25.457	47.717
1936.newick	20	0.0011653900146484375	0.08550071716308594	0.08666682243347168	12.216	24.732
2773.newick	20	0.001081228256225586	0.09447646141052246	0.09555816650390625	12.052	24.602
3966.newick	17	0.0009818077087402344	0.05234408378601074	0.05332636833190918	8.093	19.248
1950.newick	20	0.0011227130889892578	0.10004687309265137	0.10117030143737793	12.186	24.601
276.newick	36	0.0013353824615478516	0.12914466857910156	0.13048052787780762	22.119	37.939
2662.newick	20	0.0010564327239990234	0.09012794494628906	0.09118485450744629	12.282	24.981
834.newick	23	0.0011377334594726562	0.0645303726196289	0.06566858291625977	13.611	25.154
2104.newick	20	0.001079559326171875	0.07717657089233398	0.07825660705566406	10.702	22.389
2034.newick	20	0.0010485649108886719	0.052744150161743164	0.05379319190979004	9.242	20.177
2702.newick	20	0.0011048316955566406	0.08997845649719238	0.09108376502990723	12.05	24.201
2221.newick	20	0.0010647773742675781	0.06962370872497559	0.07068896293640137	9.406	21.037
3933.newick	18	0.001058816909790039	0.07156085968017578	0.07262015342712402	10.586	22.22
4781.newick	4	0.0008141994476318359	0.0030422210693359375	0.0038568973541259766	2.845	14.21
2898.newick	20	0.0010824203491210938	0.0957186222076416	0.0968015193939209	14.064	27.936
986.newick	22	0.0010902881622314453	0.06554651260375977	0.06663703918457031	11.35	22.941
2100.newick	20	0.0010991096496582031	0.0909428596496582	0.09204268455505371	12.01	24.181
2985.newick	20	0.0010983943939208984	0.09013032913208008	0.09122920036315918	12.364	24.104
4833.newick	4	0.0008094310760498047	0.003039836883544922	0.0038497447967529297	2.847	14.212
304.newick	33	0.0012691020965576172	0.09918999671936035	0.10045957565307617	20.024	35.54
1412.newick	21	0.0011165142059326172	0.10967803001403809	0.11079525947570801	12.629	27.322
2759.newick	20	0.0010983943939208984	0.09258556365966797	0.09368443489074707	12.218	24.417
1488.newick	20	0.001100778579711914	0.09134197235107422	0.09244322776794434	12.37	24.889
2068.newick	20	0.0011014938354492188	0.09578204154968262	0.09688401222229004	12.048	24.232
3808.newick	19	0.0010819435119628906	0.07823705673217773	0.07931947708129883	11.368	22.763
2976.newick	20	0.0010919570922851562	0.0830996036529541	0.08419203758239746	11.705	23.741
871.newick	23	0.0010986328125	0.05178642272949219	0.05288553237915039	12.589	22.412
4018.newick	16	0.0010149478912353516	0.0563051700592041	0.05732083320617676	8.848	20.32
1838.newick	20	0.0010879039764404297	0.09118843078613281	0.09227681159973145	11.859	24.378
69.newick	65	0.0018587112426757812	0.31705689430236816	0.31891608238220215	43.131	66.317
2430.newick	20	0.0011188983917236328	0.09581851959228516	0.09693789482116699	12.192	24.692
1612.newick	20	0.0010547637939453125	0.058686017990112305	0.05974125862121582	9.373	20.092
526.newick	28	0.0012135505676269531	0.0899658203125	0.09117984771728516	17.738	31.743
4110.newick	15	0.0009920597076416016	0.045110464096069336	0.04610300064086914	7.223	17.437
2235.newick	20	0.0010499954223632812	0.06873464584350586	0.06978511810302734	9.28	21.167
4249.newick	12	0.0009405612945556641	0.03155827522277832	0.03249931335449219	6.52	16.119
4163.newick	14	0.0009331703186035156	0.019500255584716797	0.020433902740478516	6.2	15.944
4425.newick	8	0.0008616447448730469	0.01555490493774414	0.01641678810119629	4.98	15.046
609.newick	26	0.0011894702911376953	0.08373832702636719	0.08492827415466309	17.544	32.466
1311.newick	21	0.0011217594146728516	0.06189155578613281	0.06301379203796387	13.072	23.804
3834.newick	19	0.0010781288146972656	0.08739781379699707	0.08847641944885254	11.485	23.326
1694.newick	20	0.001100301742553711	0.09177064895629883	0.09287142753601074	12.102	24.995
101.newick	56	0.0017938613891601562	0.2735733985900879	0.27536797523498535	41.77	67.99
3675.newick	19	0.00109100341796875	0.09775996208190918	0.09885191917419434	10.737	22.29
4552.newick	6	0.0013036727905273438	0.004533290863037109	0.005837678909301758	3.85	14.66
3629.newick	19	0.0016705989837646484	0.1305549144744873	0.13222646713256836	12.996	25.63
2287.newick	20	0.0017037391662597656	0.12899994850158691	0.13070464134216309	10.721	22.664
260.newick	38	0.002269268035888672	0.23791956901550293	0.240189790725708	24.193	44.82
3209.newick	20	0.0017366409301757812	0.11399245262145996	0.11573004722595215	11.227	21.983
2177.newick	20	0.0016674995422363281	0.08950591087341309	0.09117412567138672	9.036	20.531
848.newick	23	0.001817464828491211	0.10551333427429199	0.10733151435852051	15.22	28.041
3318.newick	20	0.0017406940460205078	0.14606165885925293	0.14780282974243164	11.93	24.497
1673.newick	20	0.0010585784912109375	0.08104467391967773	0.08210396766662598	12.83	23.675
3937.newick	18	0.0010225772857666016	0.07357192039489746	0.07459521293640137	10.636	23.173
2268.newick	20	0.0010330677032470703	0.0835576057434082	0.08459115028381348	11.322	24.17
2222.newick	20	0.001043558120727539	0.06000065803527832	0.06104469299316406	9.43	21.036
2120.newick	20	0.001100301742553711	0.08437275886535645	0.08547353744506836	12.66	24.18
2877.newick	20	0.0010497570037841797	0.09518599510192871	0.0962362289428711	11.573	23.735
3899.newick	18	0.0010128021240234375	0.07071566581726074	0.07172870635986328	10.586	21.618
1711.newick	20	0.0010149478912353516	0.053232669830322266	0.05424809455871582	8.542	18.954
3391.newick	20	0.0010743141174316406	0.08910131454467773	0.09017610549926758	12.09	24.969
3382.newick	20	0.0010020732879638672	0.04620552062988281	0.047208309173583984	8.568	19.031
337.newick	32	0.0012803077697753906	0.10438942909240723	0.10567045211791992	21.139	36.332
4374.newick	8	0.0008797645568847656	0.01522517204284668	0.016105175018310547	5.09	15.044
3846.newick	18	0.00109100341796875	0.06460905075073242	0.06570076942443848	10.988	23.296
2072.newick	20	0.0010867118835449219	0.09478259086608887	0.09586977958679199	11.998	24.211
285.newick	35	0.0013570785522460938	0.13579201698303223	0.13714981079101562	23.075	39.91
3538.newick	19	0.001039743423461914	0.07969164848327637	0.08073186874389648	11.557	23.731
3605.newick	19	0.0010228157043457031	0.07673215866088867	0.07775545120239258	10.926	22.898
1714.newick	20	0.0009965896606445312	0.057044029235839844	0.05804133415222168	8.718	19.66
474.newick	29	0.0011477470397949219	0.07746291160583496	0.07861113548278809	14.499	25.452
4298.newick	10	0.0008590221405029297	0.01473689079284668	0.015596389770507812	4.946	15.242
3092.newick	20	0.00098419189453125	0.056977272033691406	0.05796194076538086	9.61	20.552
4492.newick	7	0.0008332729339599609	0.011942625045776367	0.01277613639831543	4.265	14.93
448.newick	30	0.0012066364288330078	0.07992434501647949	0.0811312198638916	20.04	41.115
1703.newick	20	0.0010521411895751953	0.0960078239440918	0.0970604419708252	12.054	24.861
2971.newick	20	0.0010254383087158203	0.07863783836364746	0.07966351509094238	10.857	22.774
3833.newick	19	0.0010268688201904297	0.07984590530395508	0.08087325096130371	11.379	23.152
1946.newick	20	0.001046895980834961	0.09461641311645508	0.09566378593444824	12.26	24.254
3511.newick	19	0.0010199546813964844	0.07518577575683594	0.07620620727539062	9.107	20.923
2890.newick	20	0.0010159015655517578	0.056078195571899414	0.057094573974609375	9.214	20.579
3413.newick	20	0.0010907649993896484	0.09028100967407227	0.09137248992919922	12.228	24.41
3010.newick	20	0.0010900497436523438	0.07705855369567871	0.07814908027648926	10.962	22.775
3769.newick	19	0.0010383129119873047	0.07462716102600098	0.07566571235656738	10.663	22.364
4394.newick	8	0.0008580684661865234	0.015563726425170898	0.016422271728515625	4.492	15.046
952.newick	22	0.0011548995971679688	0.0561678409576416	0.05732321739196777	14.559	27.389
1197.newick	21	0.0010213851928710938	0.054533958435058594	0.05555582046508789	9.72	21.913
19.newick	121	0.003375530242919922	1.098792552947998	1.1021685600280762	99.652	150.97
3669.newick	19	0.001110076904296875	0.07866430282592773	0.07977485656738281	11.655	24.062
3313.newick	20	0.001058816909790039	0.09448456764221191	0.09554386138916016	12.198	24.635
1468.newick	20	0.0010571479797363281	0.09429693222045898	0.09535455703735352	12.05	24.617
620.newick	26	0.0011806488037109375	0.08569693565368652	0.08687782287597656	17.162	31.458
984.newick	22	0.00104522705078125	0.06492471694946289	0.06597018241882324	11.078	23.598
1189.newick	21	0.0010585784912109375	0.0614466667175293	0.06250572204589844	11.035	22.233
3963.newick	17	0.001016378402709961	0.06894373893737793	0.0699605941772461	9.679	21.585
3703.newick	19	0.0010242462158203125	0.06979036331176758	0.07081484794616699	9.647	21.478
357.newick	31	0.0012054443359375	0.09283876419067383	0.09404468536376953	17.493	29.475
4262.newick	11	0.0008690357208251953	0.013705968856811523	0.01457524299621582	5.66	15.647
4219.newick	12	0.0009472370147705078	0.01894402503967285	0.019891738891601562	6.14	16.291
3806.newick	19	0.0011048316955566406	0.08664822578430176	0.0877535343170166	12.321	24.996
3007.newick	20	0.0010848045349121094	0.05772662162780762	0.05881190299987793	9.523	20.751
896.newick	23	0.001104116439819336	0.06866836547851562	0.06977319717407227	15.027	28.464
2247.newick	20	0.0009891986846923828	0.04844808578491211	0.049437761306762695	8.526	19.206
1222.newick	21	0.0010771751403808594	0.07255721092224121	0.07363486289978027	12.329	25.384
904.newick	23	0.0010724067687988281	0.04709339141845703	0.04816627502441406	10.803	23.001
1157.newick	21	0.001035451889038086	0.07464814186096191	0.0756840705871582	10.811	22.065
1027.newick	22	0.0011699199676513672	0.10526514053344727	0.10643553733825684	14.179	28.247
2664.newick	20	0.0010600090026855469	0.08629512786865234	0.0873556137084961	12.025	24.141
749.newick	24	0.0011508464813232422	0.0642247200012207	0.06537604331970215	15.746	30.48
3453.newick	20	0.0010666847229003906	0.08081293106079102	0.08188009262084961	11.726	23.204
583.newick	27	0.0012235641479492188	0.08352255821228027	0.0847465991973877	22.096	37.153
313.newick	32	0.00128936767578125	0.11690616607666016	0.11819601058959961	20.135	34.778
4368.newick	8	0.0008661746978759766	0.004378557205200195	0.005245208740234375	4.019	14.936
1370.newick	21	0.0011000633239746094	0.10538601875305176	0.10648655891418457	14.272	28.328
1036.newick	22	0.0011203289031982422	0.08090329170227051	0.08202409744262695	13.78	27.225
3953.newick	17	0.001035928726196289	0.06937050819396973	0.07040691375732422	9.825	21.243
1719.newick	20	0.0010867118835449219	0.08235001564025879	0.08343720436096191	11.294	23.276
2559.newick	20	0.0010747909545898438	0.07166647911071777	0.07274174690246582	11.181	22.656
1464.newick	20	0.0010395050048828125	0.05138587951660156	0.05242586135864258	8.51	19.906
2043.newick	20	0.0010805130004882812	0.08913612365722656	0.09021687507629395	11.182	23.492
3255.newick	20	0.0010902881622314453	0.09145212173461914	0.09254312515258789	11.974	24.499
2435.newick	20	0.0010662078857421875	0.0723412036895752	0.07340788841247559	9.524	20.981
968.newick	22	0.001094818115234375	0.08432197570800781	0.08541727066040039	14.434	27.992
3820.newick	19	0.0010044574737548828	0.045995235443115234	0.04699993133544922	8.225	18.967
3339.newick	20	0.0010769367218017578	0.08701753616333008	0.08809494972229004	11.635	23.722
1410.newick	21	0.0010616779327392578	0.07361102104187012	0.07467317581176758	12.04	23.712
2715.newick	20	0.001070261001586914	0.09133768081665039	0.09240841865539551	11.994	24.517
2866.newick	20	0.0010650157928466797	0.0835564136505127	0.08462190628051758	12.306	24.049
2093.newick	20	0.0010313987731933594	0.07134413719177246	0.07237601280212402	9.6	21.059
3224.newick	20	0.0010747909545898438	0.09522438049316406	0.09629964828491211	13.173	25.158
2395.newick	20	0.0010211467742919922	0.07090306282043457	0.07192468643188477	9.342	21.33
2162.newick	20	0.0010600090026855469	0.08944106101989746	0.09050154685974121	11.801	23.729
714.newick	25	0.0011131763458251953	0.06009101867675781	0.06120491027832031	14.633	26.9
547.newick	28	0.0010828971862792969	0.06319618225097656	0.06427955627441406	12.814	25.546
340.newick	32	0.0013382434844970703	0.12299942970275879	0.12433815002441406	21.736	40.714
4936.newick	4	0.0008218288421630859	0.0029888153076171875	0.003810882568359375	2.843	14.216
950.newick	22	0.0010330677032470703	0.052677154541015625	0.0537106990814209	14.026	24.438
3739.newick	19	0.0010805130004882812	0.08150601387023926	0.08258700370788574	11.643	23.71
4502.newick	6	0.0008454322814941406	0.007569551467895508	0.008415460586547852	4.03	14.814
1514.newick	20	0.0010886192321777344	0.09192228317260742	0.09301137924194336	13.45	26.921
62.newick	68	0.0019941329956054688	0.3817739486694336	0.38376855850219727	41.736	67.796
4098.newick	15	0.0010066032409667969	0.03957247734069824	0.04057931900024414	6.809	17.387
1543.newick	20	0.001028299331665039	0.06049203872680664	0.06152081489562988	8.636	19.381
2298.newick	20	0.0010919570922851562	0.08959555625915527	0.09068799018859863	12.064	24.228
3028.newick	20	0.001018524169921875	0.038518667221069336	0.039537668228149414	7.754	18.08
2206.newick	20	0.001089334487915039	0.05730295181274414	0.05839276313781738	11.946	22.647
1470.newick	20	0.0010857582092285156	0.08503961563110352	0.08612585067749023	11.652	23.596
3285.newick	20	0.0010578632354736328	0.08310270309448242	0.08416128158569336	12.181	23.367
4620.newick	5	0.0007715225219726562	0.005054473876953125	0.005826234817504883	3.133	14.336
1779.newick	20	0.0010256767272949219	0.09508323669433594	0.09610939025878906	14.181	26.967
3562.newick	19	0.001058816909790039	0.08252429962158203	0.08358359336853027	11.299	23.522
1302.newick	21	0.0010592937469482422	0.07547521591186523	0.07653498649597168	10.925	23.546
1065.newick	22	0.0011534690856933594	0.08256101608276367	0.08371496200561523	13.886	27.298
3541.newick	19	0.0010266304016113281	0.06421399116516113	0.06524109840393066	10.139	21.883
3446.newick	20	0.001062154769897461	0.08353471755981445	0.08459734916687012	11.703	23.812
2550.newick	20	0.0010676383972167969	0.09303045272827148	0.09409856796264648	12.052	24.602
4039.newick	16	0.0010213851928710938	0.0524754524230957	0.053497314453125	8.755	19.152
996.newick	22	0.0010998249053955078	0.07087588310241699	0.0719761848449707	13.249	24.869
2532.newick	20	0.001064300537109375	0.05266380310058594	0.053728580474853516	8.51	19.886
700.newick	25	0.0012066364288330078	0.08400630950927734	0.08521342277526855	16.673	31.394
2735.newick	20	0.0011615753173828125	0.09112787246704102	0.09228992462158203	12.21	24.529
2408.newick	20	0.0010967254638671875	0.08980989456176758	0.09090709686279297	11.996	24.954
3602.newick	19	0.001066446304321289	0.08400559425354004	0.08507251739501953	11.257	23.291
1224.newick	21	0.0011188983917236328	0.10484814643859863	0.10596776008605957	12.937	26.773
4081.newick	15	0.0009696483612060547	0.04160666465759277	0.04257678985595703	6.994	17.295
3951.newick	17	0.0009734630584716797	0.03415274620056152	0.035126686096191406	6.935	17.233
4207.newick	13	0.0009603500366210938	0.02584695816040039	0.026807785034179688	6.531	16.403
1229.newick	21	0.0011050701141357422	0.08645153045654297	0.08755707740783691	12.545	26.1
1503.newick	20	0.0010836124420166016	0.07629513740539551	0.07737946510314941	11.598	22.684
2076.newick	20	0.0011043548583984375	0.08700942993164062	0.08811426162719727	12.6	24.716
3906.newick	18	0.0010492801666259766	0.06343722343444824	0.06448698043823242	9.832	20.902
1196.newick	21	0.0011098384857177734	0.06789827346801758	0.06900882720947266	13.433	26.012
2519.newick	20	0.0010814666748046875	0.08565545082092285	0.08673739433288574	11.889	24.269
1102.newick	21	0.0010528564453125	0.06635499000549316	0.06740832328796387	9.157	19.833
3474.newick	20	0.0010824203491210938	0.08858060836791992	0.08966350555419922	12.162	24.241
223.newick	40	0.0014719963073730469	0.17720723152160645	0.1786794662475586	25.935	46.632
1832.newick	20	0.0010921955108642578	0.09299421310424805	0.09408712387084961	12.406	24.379
2195.newick	20	0.0010907649993896484	0.06819486618041992	0.06928610801696777	10.597	22.333
37.newick	87	0.0021431446075439453	0.5477266311645508	0.5498702526092529	56.01	89.099
1245.newick	21	0.0011267662048339844	0.07920670509338379	0.08033394813537598	12.437	25.646
1136.newick	21	0.0010330677032470703	0.03814053535461426	0.03917407989501953	8.393	18.937
2959.newick	20	0.0010685920715332031	0.0362241268157959	0.037293195724487305	10.69	20.928
174.newick	42	0.0014617443084716797	0.14619708061218262	0.1476593017578125	25.884	46.658
3433.newick	20	0.0011055469512939453	0.08423328399658203	0.08533930778503418	12.51	24.133
1368.newick	21	0.0011272430419921875	0.05988717079162598	0.06101489067077637	13.319	25.82
3405.newick	20	0.0010805130004882812	0.08552765846252441	0.0866086483001709	10.633	22.558
2658.newick	20	0.0010957717895507812	0.09588336944580078	0.09697961807250977	12.596	24.562
2994.newick	20	0.0010647773742675781	0.0699462890625	0.07101154327392578	9.872	21.159
2488.newick	20	0.0010941028594970703	0.0927271842956543	0.09382176399230957	12.12	24.584
4029.newick	16	0.0010039806365966797	0.047868967056274414	0.0488734245300293	7.587	17.791
4189.newick	13	0.0009579658508300781	0.03714466094970703	0.03810310363769531	6.739	16.522
2233.newick	20	0.0010955333709716797	0.09274721145629883	0.09384322166442871	12.1	25.05
4839.newick	4	0.0008089542388916016	0.0030100345611572266	0.0038194656372070312	2.847	14.212
1677.newick	20	0.0010843276977539062	0.0914607048034668	0.09254574775695801	14.504	27.604
2258.newick	20	0.001051187515258789	0.08768868446350098	0.08874058723449707	12.108	24.29
3859.newick	18	0.0010912418365478516	0.08391118049621582	0.08500289916992188	11.044	22.735
3188.newick	20	0.0010640621185302734	0.08772802352905273	0.08879256248474121	11.909	23.847
2719.newick	20	0.0010571479797363281	0.0836939811706543	0.08475160598754883	12.243	23.746
3103.newick	20	0.0010399818420410156	0.05762147903442383	0.05866193771362305	10.0	20.811
4516.newick	6	0.0008687973022460938	0.007416963577270508	0.008286476135253906	4.03	14.814
227.newick	40	0.001440286636352539	0.1714320182800293	0.17287278175354004	27.194	50.327
3778.newick	19	0.0010421276092529297	0.07930111885070801	0.08034372329711914	11.395	23.722
90.newick	59	0.0018305778503417969	0.29509782791137695	0.29692864418029785	41.915	72.637
2849.newick	20	0.001110076904296875	0.09240412712097168	0.09351468086242676	12.322	24.657
1383.newick	21	0.0011148452758789062	0.10585689544677734	0.10697221755981445	12.753	25.226
1453.newick	20	0.0011086463928222656	0.09255528450012207	0.09366440773010254	12.156	25.018
3924.newick	18	0.001058340072631836	0.06914997100830078	0.07020878791809082	10.521	21.37
2070.newick	20	0.0011050701141357422	0.09154963493347168	0.09265518188476562	12.23	24.411
4422.newick	8	0.0008687973022460938	0.010751008987426758	0.011620283126831055	4.892	15.01
1186.newick	21	0.0011141300201416016	0.08950948715209961	0.09062409400939941	13.494	27.245
1991.newick	20	0.0010950565338134766	0.09090375900268555	0.09199929237365723	12.004	24.538
4548.newick	6	0.0008401870727539062	0.007578372955322266	0.008419036865234375	4.108	14.812
3988.newick	17	0.0010199546813964844	0.06226348876953125	0.06328392028808594	11.483	23.729
2689.newick	20	0.0010607242584228516	0.07021498680114746	0.07127594947814941	10.052	21.777
957.newick	22	0.0010957717895507812	0.07477688789367676	0.07587313652038574	12.641	25.302
502.newick	29	0.0012695789337158203	0.08098936080932617	0.0822594165802002	18.512	32.067
2809.newick	20	0.001111745834350586	0.09475922584533691	0.0958716869354248	12.37	24.185
2437.newick	20	0.0011031627655029297	0.07319021224975586	0.07429361343383789	9.128	20.567
4588.newick	6	0.0007948875427246094	0.0073699951171875	0.008165121078491211	4.532	14.828
3868.newick	18	0.0009903907775878906	0.07475018501281738	0.07574105262756348	12.122	25.072
1101.newick	21	0.0010762214660644531	0.07495427131652832	0.07603096961975098	11.9	23.376
1808.newick	20	0.0010173320770263672	0.07627439498901367	0.07729196548461914	11.155	22.527
2467.newick	20	0.0010864734649658203	0.09218168258666992	0.09326863288879395	12.088	24.968
1545.newick	20	0.0010678768157958984	0.07412314414978027	0.07519173622131348	11.916	23.458
3773.newick	19	0.001081705093383789	0.06737160682678223	0.06845402717590332	8.859	19.523
2183.newick	20	0.0010640621185302734	0.06378507614135742	0.064849853515625	9.284	20.905
476.newick	29	0.0012173652648925781	0.10742306709289551	0.10864090919494629	18.712	33.641
1480.newick	20	0.0010688304901123047	0.0993654727935791	0.10043478012084961	12.092	24.998
4209.newick	13	0.0009093284606933594	0.032976388931274414	0.03388643264770508	6.452	17.09
2184.newick	20	0.001073598861694336	0.09570693969726562	0.09678101539611816	12.632	25.348
764.newick	24	0.0011529922485351562	0.06879281997680664	0.0699462890625	14.95	26.91
364.newick	31	0.0013380050659179688	0.10115885734558105	0.10249757766723633	20.807	35.06
1792.newick	20	0.0011601448059082031	0.0874631404876709	0.0886237621307373	11.653	24.011
3396.newick	20	0.0011012554168701172	0.08372664451599121	0.08482837677001953	12.419	24.25
3216.newick	20	0.0011136531829833984	0.08700394630432129	0.08811807632446289	12.224	23.728
2228.newick	20	0.0011210441589355469	0.0892953872680664	0.09041714668273926	10.3	22.098
444.newick	30	0.0013172626495361328	0.08437490463256836	0.0856926441192627	18.12	31.273
4455.newick	7	0.000873565673828125	0.008346796035766602	0.00922083854675293	4.218	14.91
2542.newick	20	0.0010693073272705078	0.08817744255065918	0.08924722671508789	12.868	25.643
1944.newick	20	0.0011010169982910156	0.09510612487792969	0.09620785713195801	11.992	24.208
87.newick	60	0.0016903877258300781	0.27770495414733887	0.27939581871032715	35.052	54.524
2932.newick	20	0.001112222671508789	0.08253598213195801	0.0836491584777832	12.465	23.61
3374.newick	20	0.0010974407196044922	0.08170866966247559	0.08280682563781738	11.975	23.24
2757.newick	20	0.0010502338409423828	0.054575443267822266	0.05562615394592285	9.392	20.106
1039.newick	22	0.0011322498321533203	0.06048893928527832	0.061621665954589844	13.117	24.392
4633.newick	5	0.0008246898651123047	0.005153656005859375	0.005978822708129883	3.719	14.334
2729.newick	20	0.001092672348022461	0.09092879295349121	0.09202194213867188	13.672	27.052
1274.newick	21	0.0010678768157958984	0.05223202705383301	0.05330038070678711	8.677	20.904
1632.newick	20	0.0010943412780761719	0.08824491500854492	0.0893397331237793	12.288	24.776
617.newick	26	0.0011239051818847656	0.061055898666381836	0.062180280685424805	12.282	25.111
4314.newick	10	0.0009055137634277344	0.02312016487121582	0.024026155471801758	5.284	15.348
4363.newick	9	0.0008835792541503906	0.014618635177612305	0.015502691268920898	4.788	15.162
4692.newick	5	0.0008285045623779297	0.0051212310791015625	0.005950212478637695	3.108	14.376
874.newick	23	0.0010807514190673828	0.07559823989868164	0.07667946815490723	15.659	27.823
1889.newick	20	0.0010941028594970703	0.09402823448181152	0.0951228141784668	11.961	24.729
1379.newick	21	0.0010800361633300781	0.07806801795959473	0.07914853096008301	10.879	23.742
2481.newick	20	0.0010912418365478516	0.07883405685424805	0.0799260139465332	11.923	23.082
3589.newick	19	0.0010488033294677734	0.07230257987976074	0.07335209846496582	10.099	21.212
256.newick	38	0.0014629364013671875	0.14203572273254395	0.14349913597106934	25.06	45.649
4384.newick	8	0.0009248256683349609	0.012249946594238281	0.013175249099731445	4.38	15.01
901.newick	23	0.0011577606201171875	0.05940413475036621	0.0605626106262207	15.951	30.743
3278.newick	20	0.0011110305786132812	0.09718871116638184	0.09830021858215332	12.138	24.249
4784.newick	4	0.0008180141448974609	0.003009796142578125	0.0038280487060546875	2.869	14.234
1988.newick	20	0.0010352134704589844	0.06687474250793457	0.06791043281555176	12.403	23.031
4744.newick	4	0.0008573532104492188	0.0030412673950195312	0.003899097442626953	2.849	14.214
4439.newick	7	0.0008485317230224609	0.010259866714477539	0.011108875274658203	4.239	14.92
2603.newick	20	0.0010869503021240234	0.08534812927246094	0.08643555641174316	14.215	26.868
4317.newick	10	0.0009317398071289062	0.020334482192993164	0.021266698837280273	4.992	15.334
4105.newick	15	0.0009946823120117188	0.05170106887817383	0.05269622802734375	9.661	19.931
1391.newick	21	0.0011055469512939453	0.0950613021850586	0.09616732597351074	12.532	25.25
1292.newick	21	0.0011129379272460938	0.10005521774291992	0.10116910934448242	13.661	26.054
4145.newick	14	0.0009813308715820312	0.0445713996887207	0.04555320739746094	7.126	17.366
1338.newick	21	0.001112222671508789	0.10499858856201172	0.10611128807067871	12.775	25.845
321.newick	32	0.0013031959533691406	0.14263129234313965	0.1439356803894043	20.471	36.436
148.newick	46	0.0025458335876464844	0.30826354026794434	0.3108103275299072	31.701	50.721
1852.newick	20	0.001745462417602539	0.13888835906982422	0.14063453674316406	11.871	24.536
1458.newick	20	0.0016739368438720703	0.10036826133728027	0.10204291343688965	9.702	21.114
3186.newick	20	0.001628875732421875	0.10184907913208008	0.10347867012023926	10.082	21.232
759.newick	24	0.00185394287109375	0.09832525253295898	0.10017991065979004	14.866	26.869
