File	Terminals	Reading time (s)	Encoding time (s)	Total time (s)	Current memory (KB)	Peak memory (KB)
831.newick	23	0.0011103153228759766	0.07164573669433594	0.07275652885437012	12.357	25.191
1954.newick	20	0.0010962486267089844	0.09211921691894531	0.0932159423828125	12.216	25.108
3704.newick	19	0.0010733604431152344	0.08441662788391113	0.08549070358276367	11.575	23.748
4354.newick	9	0.0009009838104248047	0.016678571701049805	0.01757979393005371	4.855	15.178
2291.newick	20	0.0010373592376708984	0.049100399017333984	0.050137996673583984	10.045	21.113
4551.newick	6	0.0008394718170166016	0.0026967525482177734	0.003536701202392578	4.039	14.686
3580.newick	19	0.001058340072631836	0.0803678035736084	0.08142662048339844	13.19	26.035
1052.newick	22	0.001028299331665039	0.09006237983703613	0.09109139442443848	12.668	24.486
1104.newick	21	0.0010864734649658203	0.06419658660888672	0.06528329849243164	12.443	24.133
2549.newick	20	0.0009996891021728516	0.07366204261779785	0.0746622085571289	11.445	22.64
3688.newick	19	0.0009603500366210938	0.033541202545166016	0.03450202941894531	7.383	17.67
4812.newick	4	0.0008308887481689453	0.0028390884399414062	0.0036704540252685547	2.851	14.216
2534.newick	20	0.0009920597076416016	0.06250858306884766	0.06350111961364746	12.522	24.088
926.newick	22	0.001149892807006836	0.054190874099731445	0.055341482162475586	12.332	25.046
4326.newick	10	0.0008909702301025391	0.021986722946166992	0.022878170013427734	5.064	15.344
44.newick	80	0.0022945404052734375	0.510857105255127	0.5131521224975586	57.807	95.52
1649.newick	20	0.0010495185852050781	0.06412196159362793	0.06517171859741211	9.456	21.07
3030.newick	20	0.0010461807250976562	0.06756973266601562	0.06861639022827148	9.916	21.241
2727.newick	20	0.0010213851928710938	0.035979509353637695	0.03700137138366699	7.544	18.223
765.newick	24	0.0011067390441894531	0.05257868766784668	0.053685903549194336	12.438	22.864
3929.newick	18	0.0010616779327392578	0.07511210441589355	0.07617425918579102	10.178	22.038
4339.newick	9	0.0008871555328369141	0.0187685489654541	0.01965618133544922	4.857	15.172
899.newick	23	0.0011377334594726562	0.06868934631347656	0.06982755661010742	15.567	29.716
2051.newick	20	0.0011005401611328125	0.09582090377807617	0.09692215919494629	12.158	24.207
47.newick	76	0.002347230911254883	0.45729517936706543	0.4596428871154785	53.464	92.753
1109.newick	21	0.0011358261108398438	0.09759330749511719	0.09872984886169434	12.313	26.199
2825.newick	20	0.0011570453643798828	0.06867170333862305	0.06982922554016113	11.193	22.677
1633.newick	20	0.001026153564453125	0.06340169906616211	0.06442832946777344	11.999	23.164
2671.newick	20	0.001003265380859375	0.0653836727142334	0.06638741493225098	11.301	22.48
1781.newick	20	0.001058816909790039	0.0858767032623291	0.08693599700927734	12.12	24.284
3528.newick	19	0.00099945068359375	0.06438541412353516	0.06538558006286621	10.64	21.612
1264.newick	21	0.0010268688201904297	0.08862829208374023	0.08965563774108887	12.405	24.545
2046.newick	20	0.0010161399841308594	0.066619873046875	0.06763672828674316	10.512	21.892
393.newick	30	0.0012066364288330078	0.11022639274597168	0.11143350601196289	19.771	36.489
1347.newick	21	0.0010998249053955078	0.05700826644897461	0.05810856819152832	12.139	24.647
229.newick	40	0.0015194416046142578	0.15935826301574707	0.16087794303894043	25.919	46.599
1530.newick	20	0.0010406970977783203	0.06596040725708008	0.0670018196105957	10.68	22.461
96.newick	57	0.0017290115356445312	0.2736489772796631	0.2753787040710449	39.472	69.641
3457.newick	20	0.0011756420135498047	0.09031534194946289	0.0914914608001709	12.44	24.612
3628.newick	19	0.0010488033294677734	0.06033635139465332	0.0613856315612793	9.752	20.489
3060.newick	20	0.0010268688201904297	0.03929257392883301	0.04031991958618164	7.526	17.79
1768.newick	20	0.0010960102081298828	0.08457708358764648	0.08567357063293457	12.714	24.097
1611.newick	20	0.0011053085327148438	0.08530831336975098	0.08641409873962402	12.224	24.064
172.newick	43	0.0015671253204345703	0.19235920906066895	0.19392681121826172	29.744	53.386
2288.newick	20	0.00102996826171875	0.037195444107055664	0.03822588920593262	7.698	18.372
3316.newick	20	0.0010876655578613281	0.09190726280212402	0.09299540519714355	12.092	24.97
1275.newick	21	0.0011103153228759766	0.10005712509155273	0.10116791725158691	12.698	24.795
4046.newick	16	0.0010170936584472656	0.05925703048706055	0.060274600982666016	8.858	19.224
4421.newick	8	0.0008757114410400391	0.013222455978393555	0.014098644256591797	4.502	15.048
2202.newick	20	0.001087188720703125	0.08485698699951172	0.08594465255737305	13.442	26.121
2264.newick	20	0.0010097026824951172	0.03042769432067871	0.03143787384033203	7.322	17.616
258.newick	38	0.0013451576232910156	0.16366243362426758	0.1650080680847168	25.428	51.231
482.newick	29	0.0012252330780029297	0.07781314849853516	0.07903861999511719	17.247	29.736
2986.newick	20	0.0010864734649658203	0.08285641670227051	0.08394336700439453	12.878	24.151
933.newick	22	0.0010831356048583984	0.08544683456420898	0.08653044700622559	14.368	28.015
4631.newick	5	0.0007915496826171875	0.005015373229980469	0.005807161331176758	3.123	14.326
2573.newick	20	0.000993490219116211	0.07189702987670898	0.0728912353515625	12.467	24.879
1085.newick	22	0.0011258125305175781	0.07308793067932129	0.07421422004699707	12.302	25.303
1729.newick	20	0.0010945796966552734	0.06920194625854492	0.0702970027923584	10.441	22.643
786.newick	24	0.0010485649108886719	0.08168768882751465	0.08273673057556152	12.702	26.172
1901.newick	20	0.0010211467742919922	0.07584023475646973	0.07686185836791992	10.686	22.677
570.newick	27	0.0012080669403076172	0.10622739791870117	0.10743570327758789	17.933	32.807
3049.newick	20	0.0010440349578857422	0.047383785247802734	0.04842829704284668	8.094	18.446
2975.newick	20	0.0010957717895507812	0.09215950965881348	0.09325575828552246	12.336	24.516
1690.newick	20	0.001100301742553711	0.09291458129882812	0.09401559829711914	12.31	24.395
2539.newick	20	0.0010769367218017578	0.07025384902954102	0.07133102416992188	9.156	20.833
35.newick	89	0.002642393112182617	0.6205739974975586	0.6232171058654785	66.327	110.873
2213.newick	20	0.0010883808135986328	0.04482626914978027	0.04591488838195801	8.266	19.356
1843.newick	20	0.0010852813720703125	0.07976984977722168	0.0808553695678711	11.3	23.307
1688.newick	20	0.0010118484497070312	0.07698297500610352	0.07799530029296875	11.476	23.851
960.newick	22	0.0010066032409667969	0.05255627632141113	0.05356335639953613	11.588	23.936
1773.newick	20	0.0010068416595458984	0.08160233497619629	0.08260965347290039	11.196	23.491
3667.newick	19	0.0009522438049316406	0.03182530403137207	0.03277778625488281	7.639	17.438
3925.newick	18	0.0010528564453125	0.0676724910736084	0.0687258243560791	10.189	21.832
1604.newick	20	0.0010530948638916016	0.062189579010009766	0.06324315071105957	12.152	23.244
2763.newick	20	0.0010488033294677734	0.08697175979614258	0.08802103996276855	11.585	24.089
1621.newick	20	0.001013040542602539	0.0650491714477539	0.06606268882751465	9.822	20.866
3259.newick	20	0.0009949207305908203	0.07180285453796387	0.07279825210571289	10.612	22.584
1639.newick	20	0.0010325908660888672	0.08707094192504883	0.0881040096282959	12.342	24.523
2688.newick	20	0.0010442733764648438	0.08683013916015625	0.0878746509552002	12.442	24.409
2873.newick	20	0.0009696483612060547	0.03997015953063965	0.040940046310424805	7.87	18.67
4865.newick	4	0.0008399486541748047	0.0029447078704833984	0.0037851333618164062	2.847	14.212
3375.newick	20	0.0010509490966796875	0.09281039237976074	0.09386181831359863	14.498	27.529
3355.newick	20	0.0010404586791992188	0.07939434051513672	0.08043527603149414	11.374	23.248
3543.newick	19	0.001050710678100586	0.07900667190551758	0.08005785942077637	9.488	20.016
404.newick	30	0.0012769699096679688	0.09649467468261719	0.09777235984802246	19.812	34.248
934.newick	22	0.0011241436004638672	0.06734681129455566	0.06847119331359863	14.918	27.782
2765.newick	20	0.0010905265808105469	0.09698820114135742	0.09807920455932617	12.114	24.305
4935.newick	4	0.000812530517578125	0.0030269622802734375	0.0038399696350097656	2.857	14.222
890.newick	23	0.001119852066040039	0.06639862060546875	0.06751894950866699	16.072	30.508
2149.newick	20	0.0010366439819335938	0.05337333679199219	0.054410696029663086	8.729	20.139
195.newick	41	0.0014505386352539062	0.16226911544799805	0.16372013092041016	24.989	42.896
2912.newick	20	0.0010797977447509766	0.06985855102539062	0.0709388256072998	10.131	21.955
3293.newick	20	0.0010962486267089844	0.09557867050170898	0.09667539596557617	12.602	24.969
3171.newick	20	0.0011091232299804688	0.0910499095916748	0.09215950965881348	12.276	24.41
4664.newick	5	0.0008313655853271484	0.0020287036895751953	0.002860546112060547	2.868	14.28
4918.newick	4	0.0007922649383544922	0.0030083656311035156	0.003801107406616211	3.188	14.248
2853.newick	20	0.0009913444519042969	0.031572818756103516	0.032564640045166016	9.448	19.811
1413.newick	21	0.0011110305786132812	0.061920166015625	0.06303167343139648	13.125	25.112
3679.newick	19	0.0010595321655273438	0.06821084022521973	0.06927108764648438	10.174	21.759
1485.newick	20	0.0010249614715576172	0.09167075157165527	0.0926961898803711	12.594	24.545
734.newick	24	0.0010559558868408203	0.05988931655883789	0.060945749282836914	12.87	25.744
590.newick	27	0.0011339187622070312	0.07230377197265625	0.07343792915344238	16.651	29.645
80.newick	61	0.001867055892944336	0.3018043041229248	0.30367183685302734	40.944	69.933
4883.newick	4	0.0008256435394287109	0.003165006637573242	0.004003763198852539	2.933	14.226
4593.newick	6	0.0008389949798583984	0.006418466567993164	0.007257699966430664	3.991	14.83
3575.newick	19	0.0009875297546386719	0.07765555381774902	0.078643798828125	13.386	26.145
2593.newick	20	0.0010950565338134766	0.08812904357910156	0.08922457695007324	11.713	24.741
498.newick	29	0.00109100341796875	0.06964230537414551	0.07073354721069336	14.395	25.261
4710.newick	4	0.0008304119110107422	0.0028505325317382812	0.003681182861328125	3.227	14.216
1298.newick	21	0.0010142326354980469	0.09709024429321289	0.09810495376586914	14.351	28.555
928.newick	22	0.0010807514190673828	0.08415770530700684	0.08523869514465332	14.798	27.95
1625.newick	20	0.001070261001586914	0.07651543617248535	0.07758641242980957	10.149	21.708
1462.newick	20	0.00107574462890625	0.09391474723815918	0.09499096870422363	11.678	23.752
3414.newick	20	0.0010943412780761719	0.0917661190032959	0.09286093711853027	12.098	24.301
2455.newick	20	0.0010519027709960938	0.05679965019226074	0.05785202980041504	8.936	19.985
461.newick	29	0.001264810562133789	0.11175656318664551	0.1130218505859375	19.2	34.2
320.newick	32	0.0013294219970703125	0.10448074340820312	0.10581064224243164	21.012	37.478
3112.newick	20	0.0011034011840820312	0.08548212051391602	0.08658599853515625	12.233	24.325
3450.newick	20	0.0010883808135986328	0.08807182312011719	0.08916068077087402	11.242	23.186
1983.newick	20	0.0010426044464111328	0.05228590965270996	0.0533289909362793	9.348	20.226
2619.newick	20	0.0010960102081298828	0.09610986709594727	0.09720635414123535	12.542	24.751
510.newick	28	0.0011947154998779297	0.08726692199707031	0.08846211433410645	15.688	29.257
2695.newick	20	0.00106048583984375	0.06119084358215332	0.06225156784057617	11.097	23.61
4083.newick	15	0.0009067058563232422	0.04980802536010742	0.05071520805358887	8.093	18.675
2273.newick	20	0.0009946823120117188	0.06661868095397949	0.06761384010314941	11.298	22.719
1702.newick	20	0.0010542869567871094	0.09161734580993652	0.09267210960388184	12.05	24.617
4028.newick	16	0.0009500980377197266	0.05656790733337402	0.05751848220825195	8.86	19.32
892.newick	23	0.0010943412780761719	0.08852744102478027	0.08962225914001465	15.015	28.702
580.newick	27	0.001140594482421875	0.08512330055236816	0.08626437187194824	17.685	32.398
745.newick	24	0.0011184215545654297	0.06929779052734375	0.07041668891906738	15.848	27.718
4522.newick	6	0.0008053779602050781	0.007097005844116211	0.007903099060058594	4.02	14.812
2913.newick	20	0.0010259151458740234	0.08658170700073242	0.08760786056518555	13.34	26.59
307.newick	33	0.0012772083282470703	0.11841940879821777	0.11969709396362305	21.791	37.836
3620.newick	19	0.000982522964477539	0.07597899436950684	0.07696175575256348	9.109	20.61
4297.newick	10	0.0008442401885986328	0.018898963928222656	0.019743680953979492	5.538	15.366
1536.newick	20	0.0011072158813476562	0.09248685836791992	0.09359455108642578	12.378	25.841
3164.newick	20	0.000986337661743164	0.04200172424316406	0.04298853874206543	9.05	19.076
1957.newick	20	0.0010137557983398438	0.10098910331726074	0.10200357437133789	12.094	24.999
2139.newick	20	0.0010514259338378906	0.06075167655944824	0.061803579330444336	9.353	20.17
2907.newick	20	0.0010936260223388672	0.09193730354309082	0.09303164482116699	12.122	24.305
1324.newick	21	0.001132965087890625	0.09414434432983398	0.09527778625488281	12.406	24.624
2884.newick	20	0.0010421276092529297	0.06359481811523438	0.06463742256164551	8.742	20.022
342.newick	32	0.0012891292572021484	0.11931443214416504	0.12060403823852539	19.408	34.477
2709.newick	20	0.001100778579711914	0.09048795700073242	0.09158921241760254	12.224	24.416
1075.newick	22	0.001125335693359375	0.05096077919006348	0.052086591720581055	13.366	24.714
3042.newick	20	0.0010433197021484375	0.05692148208618164	0.05796527862548828	9.346	20.147
4188.newick	13	0.0009510517120361328	0.03308391571044922	0.034035444259643555	6.438	16.407
3497.newick	20	0.001081705093383789	0.09261322021484375	0.09369540214538574	12.698	24.969
668.newick	25	0.0011706352233886719	0.07941460609436035	0.08058547973632812	15.251	28.753
662.newick	25	0.0011906623840332031	0.11330175399780273	0.11449289321899414	16.706	30.319
642.newick	26	0.001123666763305664	0.08563971519470215	0.08676385879516602	16.803	31.323
182.newick	41	0.0015463829040527344	0.17353582382202148	0.17508316040039062	26.601	49.746
3287.newick	20	0.0010390281677246094	0.08173942565917969	0.0827789306640625	12.362	24.089
1205.newick	21	0.0011370182037353516	0.08890032768249512	0.09003758430480957	13.222	27.118
3387.newick	20	0.0009729862213134766	0.03951883316040039	0.04049229621887207	8.292	18.741
398.newick	30	0.0011451244354248047	0.08465242385864258	0.08579802513122559	15.612	28.024
2164.newick	20	0.0009968280792236328	0.0661156177520752	0.06711292266845703	10.788	22.0
1965.newick	20	0.0010442733764648438	0.09363794326782227	0.09468269348144531	12.436	24.266
455.newick	29	0.0012180805206298828	0.13284063339233398	0.13405919075012207	19.195	33.025
1363.newick	21	0.001070261001586914	0.06089663505554199	0.06196737289428711	12.877	25.491
141.newick	47	0.001542806625366211	0.2003636360168457	0.20190691947937012	32.223	53.042
657.newick	26	0.0012314319610595703	0.0730431079864502	0.07427501678466797	17.14	28.993
3537.newick	19	0.0010707378387451172	0.07824826240539551	0.07931995391845703	10.834	22.788
2883.newick	20	0.0010704994201660156	0.07234549522399902	0.07341647148132324	10.866	22.463
2613.newick	20	0.0010051727294921875	0.032227516174316406	0.0332331657409668	7.374	17.778
3637.newick	19	0.001066446304321289	0.08988237380981445	0.09094929695129395	11.629	24.416
3875.newick	18	0.0010464191436767578	0.06864094734191895	0.0696878433227539	9.546	21.059
3674.newick	19	0.0010666847229003906	0.06973934173583984	0.07080650329589844	10.13	21.389
1242.newick	21	0.001093149185180664	0.06966304779052734	0.07075667381286621	11.754	24.332
2660.newick	20	0.0010938644409179688	0.09257102012634277	0.09366536140441895	11.978	24.517
629.newick	26	0.0012009143829345703	0.08104825019836426	0.08224987983703613	17.128	30.724
4293.newick	11	0.00090789794921875	0.01203775405883789	0.012946128845214844	5.498	15.602
3378.newick	20	0.0010771751403808594	0.08128118515014648	0.08235883712768555	13.249	24.857
3412.newick	20	0.001102447509765625	0.08998918533325195	0.09109210968017578	12.094	24.971
2587.newick	20	0.0010957717895507812	0.0775151252746582	0.07861161231994629	11.178	23.438
2262.newick	20	0.0010743141174316406	0.08126449584960938	0.08233928680419922	11.22	23.151
956.newick	22	0.0010790824890136719	0.07220816612243652	0.0732877254486084	14.9	29.713
1454.newick	20	0.0011091232299804688	0.08581852912902832	0.08692812919616699	12.174	24.323
4433.newick	8	0.0008416175842285156	0.014915227890014648	0.015757322311401367	4.71	15.048
4410.newick	8	0.0008199214935302734	0.01086282730102539	0.011683225631713867	4.466	15.02
4019.newick	16	0.0009560585021972656	0.05622696876525879	0.05718350410461426	10.218	22.053
1126.newick	21	0.0010418891906738281	0.06332182884216309	0.06436419486999512	11.552	22.488
4878.newick	4	0.0007710456848144531	0.0029523372650146484	0.003723621368408203	2.843	14.216
4694.newick	5	0.0007545948028564453	0.004761934280395508	0.005517244338989258	3.584	14.354
512.newick	28	0.0010786056518554688	0.06506848335266113	0.0661475658416748	16.024	27.879
1208.newick	21	0.001058816909790039	0.08686208724975586	0.087921142578125	12.884	25.877
2386.newick	20	0.0010814666748046875	0.08532524108886719	0.08640718460083008	11.994	24.153
2364.newick	20	0.0010254383087158203	0.06584692001342773	0.06687307357788086	9.7	21.801
118.newick	51	0.0015180110931396484	0.1900620460510254	0.19158053398132324	30.047	51.915
1092.newick	21	0.001074075698852539	0.07792901992797852	0.07900357246398926	11.471	24.585
2863.newick	20	0.0010731220245361328	0.08168649673461914	0.08276009559631348	11.7	23.567
1327.newick	21	0.0011165142059326172	0.08501839637756348	0.0861353874206543	12.323	25.389
4185.newick	13	0.0009667873382568359	0.03922462463378906	0.0401918888092041	6.785	16.698
383.newick	31	0.0013055801391601562	0.09294271469116211	0.09424877166748047	20.837	39.835
4778.newick	4	0.0008218288421630859	0.00301361083984375	0.003835916519165039	2.831	14.204
2473.newick	20	0.0010287761688232422	0.05576348304748535	0.0567927360534668	12.416	23.816
810.newick	23	0.001150369644165039	0.06296801567077637	0.06411886215209961	14.765	27.744
213.newick	40	0.001409292221069336	0.15649151802062988	0.15790128707885742	24.204	41.241
3910.newick	18	0.0010113716125488281	0.02486896514892578	0.025880813598632812	7.342	17.478
4653.newick	5	0.0008208751678466797	0.005155086517333984	0.005976438522338867	3.721	14.328
3461.newick	20	0.0010890960693359375	0.08532428741455078	0.08641386032104492	13.678	26.745
754.newick	24	0.0011761188507080078	0.09462308883666992	0.09579968452453613	15.456	29.542
1146.newick	21	0.0011010169982910156	0.07547307014465332	0.07657456398010254	11.596	24.639
3415.newick	20	0.0010216236114501953	0.0504913330078125	0.0515134334564209	7.958	18.726
3869.newick	18	0.0010342597961425781	0.06268095970153809	0.06371593475341797	9.856	20.784
3638.newick	19	0.0009877681732177734	0.07186365127563477	0.07285189628601074	10.515	22.254
2053.newick	20	0.001020193099975586	0.08534407615661621	0.0863649845123291	12.432	24.412
3821.newick	19	0.0010035037994384766	0.07846570014953613	0.07946968078613281	11.157	23.165
111.newick	52	0.0016789436340332031	0.2407383918762207	0.2424178123474121	35.572	58.062
716.newick	25	0.0011305809020996094	0.09883713722229004	0.09996819496154785	16.747	30.583
4933.newick	4	0.0007486343383789062	0.0014698505401611328	0.002218961715698242	2.691	14.204
1606.newick	20	0.0010218620300292969	0.0909426212310791	0.0919649600982666	14.749	27.996
3852.newick	18	0.0010046958923339844	0.06425786018371582	0.06526303291320801	10.794	23.118
4934.newick	4	0.0007731914520263672	0.0029227733612060547	0.0036962032318115234	3.451	14.216
2342.newick	20	0.0010330677032470703	0.0458526611328125	0.04688620567321777	11.714	22.323
3429.newick	20	0.0009477138519287109	0.07015347480773926	0.07110190391540527	8.628	19.745
4213.newick	13	0.0008914470672607422	0.03356218338012695	0.0344541072845459	6.351	16.578
3420.newick	20	0.0009963512420654297	0.09065103530883789	0.09164786338806152	12.272	25.364
3037.newick	20	0.0010371208190917969	0.03860020637512207	0.03963780403137207	7.802	18.328
1853.newick	20	0.0010673999786376953	0.07290172576904297	0.07396936416625977	10.576	22.57
1934.newick	20	0.0010974407196044922	0.09156489372253418	0.09266281127929688	12.528	24.836
2037.newick	20	0.0010678768157958984	0.08398890495300293	0.08505749702453613	9.676	21.701
3281.newick	20	0.001081228256225586	0.08105874061584473	0.08214068412780762	11.416	23.405
4265.newick	11	0.00090789794921875	0.01602315902709961	0.016931533813476562	5.971	15.582
856.newick	23	0.0011315345764160156	0.07150864601135254	0.07264065742492676	15.466	29.699
2968.newick	20	0.0010843276977539062	0.08533787727355957	0.08642268180847168	11.89	23.69
1414.newick	21	0.0011148452758789062	0.08117294311523438	0.08228802680969238	12.437	25.474
3766.newick	19	0.0010743141174316406	0.0787973403930664	0.07987236976623535	11.917	23.049
4036.newick	16	0.0009958744049072266	0.03753018379211426	0.03852677345275879	7.394	17.329
1393.newick	21	0.0011069774627685547	0.09059429168701172	0.09170174598693848	12.528	25.224
2117.newick	20	0.0010137557983398438	0.03745675086975098	0.03847098350524902	7.588	18.329
2725.newick	20	0.0010845661163330078	0.09062647819519043	0.09171152114868164	12.406	25.035
136.newick	48	0.0016815662384033203	0.2015688419342041	0.20325064659118652	35.226	58.379
176.newick	42	0.0013267993927001953	0.1377429962158203	0.1390702724456787	22.106	37.503
3343.newick	20	0.0010254383087158203	0.06377315521240234	0.06479907035827637	11.89	23.089
1879.newick	20	0.0010721683502197266	0.07317113876342773	0.07424378395080566	11.41	23.11
3271.newick	20	0.0009913444519042969	0.05861091613769531	0.05960273742675781	8.894	20.314
123.newick	50	0.0015854835510253906	0.2194046974182129	0.22099065780639648	32.658	57.848
3073.newick	20	0.001051187515258789	0.08063650131225586	0.08168816566467285	12.832	24.204
1057.newick	22	0.0010819435119628906	0.07380938529968262	0.07489204406738281	14.147	27.313
3254.newick	20	0.0010089874267578125	0.07874274253845215	0.07975220680236816	11.432	22.989
1204.newick	21	0.0010306835174560547	0.09290051460266113	0.09393167495727539	12.393	25.407
1344.newick	21	0.0011096000671386719	0.09893417358398438	0.10004425048828125	12.077	24.623
2464.newick	20	0.0011069774627685547	0.09567046165466309	0.09677791595458984	12.378	24.753
3268.newick	20	0.0010483264923095703	0.0523831844329834	0.05343222618103027	9.228	20.371
1400.newick	21	0.0010890960693359375	0.08550834655761719	0.08659768104553223	11.259	23.507
4844.newick	4	0.0008065700531005859	0.0015048980712890625	0.002312183380126953	3.073	14.194
2649.newick	20	0.0010132789611816406	0.05189323425292969	0.05290699005126953	11.639	22.664
4555.newick	6	0.0008521080017089844	0.007567167282104492	0.00841975212097168	4.518	14.814
2552.newick	20	0.0010464191436767578	0.0628209114074707	0.06386780738830566	11.436	22.525
3850.newick	18	0.001055002212524414	0.040976762771606445	0.04203224182128906	10.031	20.088
876.newick	23	0.0010683536529541016	0.04855847358703613	0.04962730407714844	10.362	20.053
924.newick	22	0.001138925552368164	0.10921216011047363	0.1103515625	14.165	27.166
1330.newick	21	0.0010983943939208984	0.05913686752319336	0.06023573875427246	11.941	25.059
4801.newick	4	0.0007874965667724609	0.0015206336975097656	0.0023086071014404297	2.695	14.2
2706.newick	20	0.001031637191772461	0.05702567100524902	0.058057546615600586	12.772	24.011
2856.newick	20	0.0010838508605957031	0.08153915405273438	0.08262348175048828	11.472	23.349
1396.newick	21	0.0010530948638916016	0.0473027229309082	0.04835629463195801	8.725	19.318
1166.newick	21	0.0010690689086914062	0.06188011169433594	0.06294965744018555	9.693	22.27
2742.newick	20	0.0009961128234863281	0.08443260192871094	0.08542895317077637	12.168	24.98
3876.newick	18	0.0009489059448242188	0.045763254165649414	0.046712636947631836	7.896	18.97
4835.newick	4	0.0007536411285400391	0.0028519630432128906	0.0036058425903320312	2.849	14.214
3591.newick	19	0.0009682178497314453	0.06338119506835938	0.06434988975524902	12.369	24.198
2211.newick	20	0.000965118408203125	0.06344890594482422	0.06441450119018555	10.09	21.8
2315.newick	20	0.0010499954223632812	0.08541560173034668	0.08646583557128906	12.112	24.304
2943.newick	20	0.0010530948638916016	0.08655738830566406	0.08761096000671387	12.286	24.983
3717.newick	19	0.0009958744049072266	0.06553506851196289	0.06653165817260742	9.912	21.22
3449.newick	20	0.0010409355163574219	0.0916600227355957	0.09270143508911133	12.21	24.741
4766.newick	4	0.0007753372192382812	0.0029311180114746094	0.0037069320678710938	2.843	14.208
4154.newick	14	0.0008985996246337891	0.025149106979370117	0.02604818344116211	8.636	18.302
4872.newick	4	0.0007345676422119141	0.002904653549194336	0.003639698028564453	2.931	14.216
4672.newick	5	0.0007576942443847656	0.004816770553588867	0.005574941635131836	3.107	14.344
4837.newick	4	0.0007352828979492188	0.0014309883117675781	0.0021665096282958984	2.903	14.2
1148.newick	21	0.0010428428649902344	0.05320405960083008	0.054247379302978516	13.819	26.002
3693.newick	19	0.0010411739349365234	0.06579136848449707	0.0668327808380127	8.229	19.001
1037.newick	22	0.0011010169982910156	0.07903003692626953	0.08013153076171875	14.146	27.093
3930.newick	18	0.0009834766387939453	0.07187414169311523	0.07285809516906738	10.45	21.95
3132.newick	20	0.0010190010070800781	0.07245779037475586	0.07347726821899414	12.246	23.259
4898.newick	4	0.0007584095001220703	0.0014650821685791016	0.0022237300872802734	2.681	14.194
3015.newick	20	0.0009777545928955078	0.055266618728637695	0.056244850158691406	13.076	24.211
18.newick	125	0.003635883331298828	1.1637790203094482	1.1674153804779053	91.797	162.782
1642.newick	20	0.0011725425720214844	0.08740377426147461	0.0885767936706543	12.126	24.579
4160.newick	14	0.0008869171142578125	0.038518667221069336	0.03940606117248535	6.919	17.095
1707.newick	20	0.001058340072631836	0.06752324104309082	0.06858205795288086	10.176	21.957
2803.newick	20	0.0009961128234863281	0.09114313125610352	0.09213972091674805	12.106	24.649
4053.newick	16	0.0009417533874511719	0.03554725646972656	0.03648948669433594	6.785	17.023
4466.newick	7	0.0007734298706054688	0.011666297912597656	0.012439966201782227	4.647	14.928
214.newick	40	0.0013904571533203125	0.1614546775817871	0.16284561157226562	27.014	53.885
2792.newick	20	0.0010304450988769531	0.03821063041687012	0.03924155235290527	7.846	18.606
812.newick	23	0.0009813308715820312	0.04823660850524902	0.04921841621398926	10.033	20.681
4441.newick	7	0.0008127689361572266	0.009753942489624023	0.010567188262939453	4.469	14.926
447.newick	30	0.0012292861938476562	0.10976433753967285	0.11099410057067871	18.808	34.417
338.newick	32	0.0012683868408203125	0.12564802169799805	0.12691712379455566	21.24	37.322
4055.newick	16	0.0010721683502197266	0.05678439140319824	0.05785703659057617	9.018	19.391
3955.newick	17	0.0010387897491455078	0.0657954216003418	0.06683468818664551	9.631	20.683
4776.newick	4	0.0008151531219482422	0.0030145645141601562	0.003830432891845703	3.347	14.224
579.newick	27	0.0011730194091796875	0.07026338577270508	0.07143688201904297	17.431	30.513
3522.newick	19	0.0010898113250732422	0.08979678153991699	0.09088706970214844	11.751	23.527
2151.newick	20	0.0010886192321777344	0.08305907249450684	0.08414816856384277	11.639	24.068
3407.newick	20	0.0010781288146972656	0.07349967956542969	0.07457828521728516	11.063	23.165
4236.newick	12	0.0009448528289794922	0.03466176986694336	0.035607099533081055	6.218	16.261
210.newick	40	0.0014908313751220703	0.17446541786193848	0.17595672607421875	26.31	52.313
3939.newick	18	0.0010561943054199219	0.0690457820892334	0.07010245323181152	9.539	21.314
2963.newick	20	0.0010983943939208984	0.08976531028747559	0.09086418151855469	11.943	24.496
4732.newick	4	0.0008094310760498047	0.0030074119567871094	0.003817319869995117	2.837	14.202
1045.newick	22	0.0010271072387695312	0.04023289680480957	0.041260480880737305	12.24	24.028
3099.newick	20	0.0010976791381835938	0.08325934410095215	0.08435773849487305	12.857	25.928
2329.newick	20	0.0010869503021240234	0.0866084098815918	0.08769583702087402	10.068	21.811
4450.newick	7	0.0007786750793457031	0.0068035125732421875	0.007582664489746094	4.649	14.898
3822.newick	19	0.0009365081787109375	0.04677987098693848	0.047716617584228516	10.055	21.004
2325.newick	20	0.0010530948638916016	0.08243298530578613	0.08348655700683594	12.501	24.703
3469.newick	20	0.001092672348022461	0.0918879508972168	0.09298086166381836	12.158	24.743
819.newick	23	0.0010840892791748047	0.08824348449707031	0.08932805061340332	15.119	28.958
4060.newick	16	0.0009119510650634766	0.03080129623413086	0.03171372413635254	6.696	16.673
4675.newick	5	0.0007686614990234375	0.004803180694580078	0.005572319030761719	3.155	14.346
1319.newick	21	0.0010488033294677734	0.06720709800720215	0.06825637817382812	13.859	27.228
4687.newick	5	0.0007879734039306641	0.004838466644287109	0.0056269168853759766	3.171	14.378
1312.newick	21	0.0010042190551757812	0.05879521369934082	0.059799909591674805	12.465	23.87
